full_text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data,label
@PartaiSocmed Gini dah wkwk itu pertamina make 10% etanol aja motor vario gue suka brebet 1 bulan make full pertamax udah servis injeksi apalagi yang 100%? Bukannya nyepong bahlil tapi doi juga ada benernya harus ada riset lebih dalem lagi apalagi ini murni 100% tapi yaudah apresiasi aja dlu,partaisocmed gini wkwk pertamina make etanol motor vario suka brebet bulan make full pertamax udah servis injeksi apalagi yang bukannya nyepong bahlil tapi juga benernya harus riset lebih dalem lagi apalagi murni tapi yaudah apresiasi,partaisocmed begini wkwk pertamina memakai etanol motor vario suka brebet bulan memakai full pertamax sudah servis injeksi apalagi yang bukannya nyepong bahlil tapi juga benernya harus riset lebih dalem lagi apalagi murni tapi yaudah apresiasi,"['partaisocmed', 'begini', 'wkwk', 'pertamina', 'memakai', 'etanol', 'motor', 'vario', 'suka', 'brebet', 'bulan', 'memakai', 'full', 'pertamax', 'sudah', 'servis', 'injeksi', 'apalagi', 'yang', 'bukannya', 'nyepong', 'bahlil', 'tapi', 'juga', 'benernya', 'harus', 'riset', 'lebih', 'dalem', 'lagi', 'apalagi', 'murni', 'tapi', 'yaudah', 'apresiasi']","['partaisocmed', 'wkwk', 'pertamina', 'memakai', 'etanol', 'motor', 'vario', 'suka', 'brebet', 'memakai', 'full', 'pertamax', 'servis', 'injeksi', 'nyepong', 'bahlil', 'benernya', 'riset', 'dalem', 'murni', 'yaudah', 'apresiasi']",partaisocmed wkwk pertamina pakai etanol motor vario suka brebet pakai full pertamax servis injeksi nyepong bahlil benernya riset dalem murni yaudah apresiasi,neutral
Pertamina mau pake etanol pada ngamuk. Giliran ini pada didukung padahal etanolnya lebih banyak,pertamina pake etanol pada ngamuk giliran pada didukung padahal etanolnya lebih banyak,pertamina pakai etanol pada ngamuk giliran pada didukung padahal etanolnya lebih banyak,"['pertamina', 'pakai', 'etanol', 'pada', 'ngamuk', 'giliran', 'pada', 'didukung', 'padahal', 'etanolnya', 'lebih', 'banyak']","['pertamina', 'pakai', 'etanol', 'ngamuk', 'giliran', 'didukung', 'etanolnya']",pertamina pakai etanol ngamuk gilir dukung etanol,neutral
@BANGSAygSUJUD @99propaganda @are_inismyname @arum_melasari @kiwalipitu @Ndons_Back @SBaigin @florieliciouss @xquitavee @tonybulumanu @FDonghun Bobibos itu etanol sm kyk yg dipakai Pertamina. Pas banget gonjang ganjing Etanol bobibos keluar. Sy masih bingung maksudny apaan.. https://t.co/i3uastrX1k,bangsaygsujud propaganda areinismyname arummelasari kiwalipitu ndonsback sbaigin florieliciouss xquitavee tonybulumanu fdonghun bobibos etanol dipakai pertamina banget gonjang ganjing etanol bobibos keluar masih bingung maksudny apaan tcoiuastrxk,bangsaygsujud propaganda areinismyname arummelasari kiwalipitu ndonsback sbaigin florieliciouss xquitavee tonybulumanu fdonghun bobibos etanol dipakai pertamina banget gonjang ganjing etanol bobibos keluar masih bingung maksudny apaan tcoiuastrxk,"['bangsaygsujud', 'propaganda', 'areinismyname', 'arummelasari', 'kiwalipitu', 'ndonsback', 'sbaigin', 'florieliciouss', 'xquitavee', 'tonybulumanu', 'fdonghun', 'bobibos', 'etanol', 'dipakai', 'pertamina', 'banget', 'gonjang', 'ganjing', 'etanol', 'bobibos', 'keluar', 'masih', 'bingung', 'maksudny', 'apaan', 'tcoiuastrxk']","['bangsaygsujud', 'propaganda', 'areinismyname', 'arummelasari', 'kiwalipitu', 'ndonsback', 'sbaigin', 'florieliciouss', 'xquitavee', 'tonybulumanu', 'fdonghun', 'bobibos', 'etanol', 'dipakai', 'pertamina', 'banget', 'gonjang', 'ganjing', 'etanol', 'bobibos', 'bingung', 'maksudny', 'tcoiuastrxk']",bangsaygsujud propaganda areinismyname arummelasari kiwalipitu ndonsback sbaigin florieliciouss xquitavee tonybulumanu fdonghun bobibos etanol pakai pertamina banget gonjang ganjing etanol bobibos bingung maksudny tcoiuastrxk,neutral
@ertigaid kalo pada dasarnya itu etanol yg udah terlanjur dibenci krn bahlil ya akan sulit berkembang. apalagi kendaraan skrg belum semua kompatibel dgn bahan bakar nabati solusinya kejar kontrak jadi supplier etanol pertamina kalo mau eksis terus,ertigaid kalo pada dasarnya etanol udah terlanjur dibenci bahlil akan sulit berkembang apalagi kendaraan skrg belum semua kompatibel bahan bakar nabati solusinya kejar kontrak jadi supplier etanol pertamina kalo eksis terus,ertigaid kalau pada dasarnya etanol sudah terlanjur dibenci bahlil akan sulit berkembang apalagi kendaraan sekarang belum semua kompatibel bahan bakar nabati solusinya kejar kontrak jadi supplier etanol pertamina kalau eksis terus,"['ertigaid', 'kalau', 'pada', 'dasarnya', 'etanol', 'sudah', 'terlanjur', 'dibenci', 'bahlil', 'akan', 'sulit', 'berkembang', 'apalagi', 'kendaraan', 'sekarang', 'belum', 'semua', 'kompatibel', 'bahan', 'bakar', 'nabati', 'solusinya', 'kejar', 'kontrak', 'jadi', 'supplier', 'etanol', 'pertamina', 'kalau', 'eksis', 'terus']","['ertigaid', 'dasarnya', 'etanol', 'terlanjur', 'dibenci', 'bahlil', 'sulit', 'berkembang', 'kendaraan', 'kompatibel', 'bahan', 'bakar', 'nabati', 'solusinya', 'kejar', 'kontrak', 'supplier', 'etanol', 'pertamina', 'eksis']",ertigaid dasar etanol lanjur benci bahlil sulit kembang kendara kompatibel bahan bakar nabati solusi kejar kontrak supplier etanol pertamina eks,neutral
PT Pertamina Patra Niaga menegaskan produk BBM jenis Petralite (RON 90) yang saat ini beredar di seluruh SPBU diproduksi tanpa etanol. Pertamina Patra Niaga memastikan seluruh produk BBM termasuk Petralite diproduksi dan didistribusikan sesuai dengan spesifikasi yang telah https://t.co/WsPr3Rnq5n,pertamina patra niaga menegaskan produk jenis petralite yang saat beredar seluruh spbu diproduksi tanpa etanol pertamina patra niaga memastikan seluruh produk termasuk petralite diproduksi didistribusikan sesuai dengan spesifikasi yang telah tcowsprrnqn,pertamina patra niaga menegaskan produk jenis petralite yang saat beredar seluruh spbu diproduksi tanpa etanol pertamina patra niaga memastikan seluruh produk termasuk petralite diproduksi didistribusikan sesuai dengan spesifikasi yang telah tcowsprrnqn,"['pertamina', 'patra', 'niaga', 'menegaskan', 'produk', 'jenis', 'petralite', 'yang', 'saat', 'beredar', 'seluruh', 'spbu', 'diproduksi', 'tanpa', 'etanol', 'pertamina', 'patra', 'niaga', 'memastikan', 'seluruh', 'produk', 'termasuk', 'petralite', 'diproduksi', 'didistribusikan', 'sesuai', 'dengan', 'spesifikasi', 'yang', 'telah', 'tcowsprrnqn']","['pertamina', 'patra', 'niaga', 'produk', 'jenis', 'petralite', 'beredar', 'spbu', 'diproduksi', 'etanol', 'pertamina', 'patra', 'niaga', 'produk', 'petralite', 'diproduksi', 'didistribusikan', 'sesuai', 'spesifikasi', 'tcowsprrnqn']",pertamina patra niaga produk jenis petralite edar spbu produksi etanol pertamina patra niaga produk petralite produksi distribusi sesuai spesifikasi tcowsprrnqn,neutral
PT Pertamina Patra Niaga menegaskan produk BBM jenis Petralite (RON 90) yang saat ini beredar di seluruh SPBU diproduksi tanpa etanol. #Pertamina #BangkaBelitung prioritaskan kebutuhan rakyat #GalaxyA56 #Fyp https://t.co/hIovUmKC2u,pertamina patra niaga menegaskan produk jenis petralite yang saat beredar seluruh spbu diproduksi tanpa etanol pertamina bangkabelitung prioritaskan kebutuhan rakyat galaxya tcohiovumkcu,pertamina patra niaga menegaskan produk jenis petralite yang saat beredar seluruh spbu diproduksi tanpa etanol pertamina bangkabelitung prioritaskan kebutuhan rakyat galaxya tcohiovumkcu,"['pertamina', 'patra', 'niaga', 'menegaskan', 'produk', 'jenis', 'petralite', 'yang', 'saat', 'beredar', 'seluruh', 'spbu', 'diproduksi', 'tanpa', 'etanol', 'pertamina', 'bangkabelitung', 'prioritaskan', 'kebutuhan', 'rakyat', 'galaxya', 'tcohiovumkcu']","['pertamina', 'patra', 'niaga', 'produk', 'jenis', 'petralite', 'beredar', 'spbu', 'diproduksi', 'etanol', 'pertamina', 'bangkabelitung', 'prioritaskan', 'kebutuhan', 'rakyat', 'galaxya', 'tcohiovumkcu']",pertamina patra niaga produk jenis petralite edar spbu produksi etanol pertamina bangkabelitung prioritas butuh rakyat galaxya tcohiovumkcu,neutral
@AndrewSinaga9 @kenhans03 Pertamax Turbo Pertamina adalah bensin RON 98 dengan aditif untuk performa tinggi. Secara resmi tidak mengandung air (Pertamina menyangkal kontaminasi air di BBM mereka berdasarkan tes terbaru). Untuk etanol ada campuran hingga 3.5-5% di beberapa varian Pertamina sebagai bagian,andrewsinaga kenhans pertamax turbo pertamina adalah bensin dengan aditif untuk performa tinggi secara resmi tidak mengandung pertamina menyangkal kontaminasi mereka berdasarkan terbaru untuk etanol campuran hingga beberapa varian pertamina sebagai bagian,andrewsinaga kenhans pertamax turbo pertamina adalah bensin dengan aditif untuk performa tinggi secara resmi tidak mengandung pertamina menyangkal kontaminasi mereka berdasarkan terbaru untuk etanol campuran hingga beberapa varian pertamina sebagai bagian,"['andrewsinaga', 'kenhans', 'pertamax', 'turbo', 'pertamina', 'adalah', 'bensin', 'dengan', 'aditif', 'untuk', 'performa', 'tinggi', 'secara', 'resmi', 'tidak', 'mengandung', 'pertamina', 'menyangkal', 'kontaminasi', 'mereka', 'berdasarkan', 'terbaru', 'untuk', 'etanol', 'campuran', 'hingga', 'beberapa', 'varian', 'pertamina', 'sebagai', 'bagian']","['andrewsinaga', 'kenhans', 'pertamax', 'turbo', 'pertamina', 'bensin', 'aditif', 'performa', 'resmi', 'mengandung', 'pertamina', 'menyangkal', 'kontaminasi', 'berdasarkan', 'terbaru', 'etanol', 'campuran', 'varian', 'pertamina']",andrewsinaga kenhans pertamax turbo pertamina bensin aditif performa resmi kandung pertamina sangkal kontaminasi dasar baru etanol campur varian pertamina,neutral
@kenhans03 Apa ini @grok ? apakah benar pertamax turbo Pertamina mengandung air atau etanol ?,kenhans grok apakah benar pertamax turbo pertamina mengandung atau etanol,kenhans grok apakah benar pertamax turbo pertamina mengandung atau etanol,"['kenhans', 'grok', 'apakah', 'benar', 'pertamax', 'turbo', 'pertamina', 'mengandung', 'atau', 'etanol']","['kenhans', 'grok', 'pertamax', 'turbo', 'pertamina', 'mengandung', 'etanol']",kenhans grok pertamax turbo pertamina kandung etanol,neutral
@SammiSoh Punyaku yang buat harian normal aja tuh bisa jadi itu yang kasus kecampuran air di dalam tangki BBM jadi brebet. Pertamina bilang hanya Pertamax Green yang ada etanol. Pengalamanku kalo mesin injeksi brebet di filter BBM kotor parah (wajib ganti tiap 3000km) filter udara OEM https://t.co/g6Zu7S5IVH,sammisoh punyaku yang buat harian normal bisa jadi yang kasus kecampuran dalam tangki jadi brebet pertamina bilang hanya pertamax green yang etanol pengalamanku kalo mesin injeksi brebet filter kotor parah wajib ganti tiap km filter udara tcogzusivh,sammisoh punyaku yang buat harian normal bisa jadi yang kasus kecampuran dalam tangki jadi brebet pertamina bilang hanya pertamax green yang etanol pengalamanku kalau mesin injeksi brebet filter kotor parah wajib ganti tiap kamu filter udara tcogzusivh,"['sammisoh', 'punyaku', 'yang', 'buat', 'harian', 'normal', 'bisa', 'jadi', 'yang', 'kasus', 'kecampuran', 'dalam', 'tangki', 'jadi', 'brebet', 'pertamina', 'bilang', 'hanya', 'pertamax', 'green', 'yang', 'etanol', 'pengalamanku', 'kalau', 'mesin', 'injeksi', 'brebet', 'filter', 'kotor', 'parah', 'wajib', 'ganti', 'tiap', 'kamu', 'filter', 'udara', 'tcogzusivh']","['sammisoh', 'punyaku', 'harian', 'normal', 'kecampuran', 'tangki', 'brebet', 'pertamina', 'bilang', 'pertamax', 'green', 'etanol', 'pengalamanku', 'mesin', 'injeksi', 'brebet', 'filter', 'kotor', 'parah', 'wajib', 'ganti', 'filter', 'udara', 'tcogzusivh']",sammisoh punya hari normal campur tangki brebet pertamina bilang pertamax green etanol alam mesin injeksi brebet filter kotor parah wajib ganti filter udara tcogzusivh,neutral
@gulapait8 @infomalang beda perusahaan beda deal2annya Kak kl BP/Vivo kan mslhin ada campurn etanol. kl shell gk mau beli dr pertamina krn curiga kl pertamina beli dr russia...katanya gt ya Kak.,gulapait infomalang beda perusahaan beda dealannya bpvivo mslhin campurn etanol shell beli pertamina curiga pertamina beli russiakatanya,gulapait infomalang beda perusahaan beda dealannya bpvivo mslhin campurn etanol shell beli pertamina curiga pertamina beli russiakatanya,"['gulapait', 'infomalang', 'beda', 'perusahaan', 'beda', 'dealannya', 'bpvivo', 'mslhin', 'campurn', 'etanol', 'shell', 'beli', 'pertamina', 'curiga', 'pertamina', 'beli', 'russiakatanya']","['gulapait', 'infomalang', 'beda', 'perusahaan', 'beda', 'dealannya', 'bpvivo', 'mslhin', 'campurn', 'etanol', 'shell', 'beli', 'pertamina', 'curiga', 'pertamina', 'beli', 'russiakatanya']",gulapait infomalang beda usaha beda dealannya bpvivo mslhin campurn etanol shell beli pertamina curiga pertamina beli russiakatanya,neutral
Pertamina Tegaskan Pertalite di Jatim Tak Mengandung Air Maupun Etanol https://t.co/CkbSYw5f30,pertamina tegaskan pertalite jatim mengandung maupun etanol tcockbsywf,pertamina tegaskan pertalite jatim mengandung maupun etanol tcockbsywf,"['pertamina', 'tegaskan', 'pertalite', 'jatim', 'mengandung', 'maupun', 'etanol', 'tcockbsywf']","['pertamina', 'tegaskan', 'pertalite', 'jatim', 'mengandung', 'etanol', 'tcockbsywf']",pertamina tegas pertalite jatim kandung etanol tcockbsywf,neutral
@JohnSmithcuj @soprettyuu @peredam03 Ya dari gambar tangki itu kelihatan modern dengan komponen injeksi dan kabel kemungkinan motor post-2000. Tapi korosi bisa terjadi karena kontaminasi air atau kualitas bensin buruk bukan etanol (masih direncanakan 2026). Saran cek di bengkel resmi atau lapor Pertamina.,johnsmithcuj soprettyuu peredam dari gambar tangki kelihatan modern dengan komponen injeksi kabel kemungkinan motor post tapi korosi bisa terjadi karena kontaminasi atau kualitas bensin buruk bukan etanol masih direncanakan  saran bengkel resmi atau lapor pertamina,johnsmithcuj soprettyuu peredam dari gambar tangki kelihatan modern dengan komponen injeksi kabel kemungkinan motor post tapi korosi bisa terjadi karena kontaminasi atau kualitas bensin buruk bukan etanol masih direncanakan saran bengkel resmi atau lapor pertamina,"['johnsmithcuj', 'soprettyuu', 'peredam', 'dari', 'gambar', 'tangki', 'kelihatan', 'modern', 'dengan', 'komponen', 'injeksi', 'kabel', 'kemungkinan', 'motor', 'post', 'tapi', 'korosi', 'bisa', 'terjadi', 'karena', 'kontaminasi', 'atau', 'kualitas', 'bensin', 'buruk', 'bukan', 'etanol', 'masih', 'direncanakan', 'saran', 'bengkel', 'resmi', 'atau', 'lapor', 'pertamina']","['johnsmithcuj', 'soprettyuu', 'peredam', 'gambar', 'tangki', 'modern', 'komponen', 'injeksi', 'kabel', 'motor', 'post', 'korosi', 'kontaminasi', 'kualitas', 'bensin', 'buruk', 'etanol', 'direncanakan', 'saran', 'bengkel', 'resmi', 'lapor', 'pertamina']",johnsmithcuj soprettyuu redam gambar tangki modern komponen injeksi kabel motor post korosi kontaminasi kualitas bensin buruk etanol rencana saran bengkel resmi lapor pertamina,neutral
@JohnSmithcuj @soprettyuu @peredam03 Saya tidak tahu pasti apakah dia ngisi E10 itu hanya kemungkinan umum penyebab korosi tangki. Setelah cek bensin Pertamina seperti Pertalite saat ini belum mengandung etanol (E10 direncanakan 2026). Mungkin kontaminasi air atau masalah perawatan. Saran cek mekanik resmi.,johnsmithcuj soprettyuu peredam saya tidak tahu pasti apakah ngisi hanya kemungkinan umum penyebab korosi tangki setelah bensin pertamina seperti pertalite saat belum mengandung etanol direncanakan  mungkin kontaminasi atau masalah perawatan saran mekanik resmi,johnsmithcuj soprettyuu peredam saya tidak tahu pasti apakah ngisi hanya kemungkinan umum penyebab korosi tangki setelah bensin pertamina seperti pertalite saat belum mengandung etanol direncanakan mungkin kontaminasi atau masalah perawatan saran mekanik resmi,"['johnsmithcuj', 'soprettyuu', 'peredam', 'saya', 'tidak', 'tahu', 'pasti', 'apakah', 'ngisi', 'hanya', 'kemungkinan', 'umum', 'penyebab', 'korosi', 'tangki', 'setelah', 'bensin', 'pertamina', 'seperti', 'pertalite', 'saat', 'belum', 'mengandung', 'etanol', 'direncanakan', 'mungkin', 'kontaminasi', 'atau', 'masalah', 'perawatan', 'saran', 'mekanik', 'resmi']","['johnsmithcuj', 'soprettyuu', 'peredam', 'ngisi', 'penyebab', 'korosi', 'tangki', 'bensin', 'pertamina', 'pertalite', 'mengandung', 'etanol', 'direncanakan', 'kontaminasi', 'perawatan', 'saran', 'mekanik', 'resmi']",johnsmithcuj soprettyuu redam ngisi sebab korosi tangki bensin pertamina pertalite kandung etanol rencana kontaminasi awat saran mekanik resmi,neutral
@4notherme @fructusputridus @peredam03 1. Monopoli itu namanya dengan alih aturan batasan kouta import 2. harus beli di pertamina ehh kandungan etanol nya gede swasta gamau 3.trus dibikin aturan wajib E10 biar laku rakyat gada solusi lain selain pertamina karena swasta laku bnyk yg minat,notherme fructusputridus peredam monopoli namanya dengan alih aturan batasan kouta import harus beli pertamina kandungan etanol gede swasta gamau trus dibikin aturan wajib biar laku rakyat gada solusi lain selain pertamina karena swasta laku bnyk minat,notherme fructusputridus peredam monopoli namanya dengan alih aturan batasan kouta import harus beli pertamina kandungan etanol gede swasta tidak mau terus dibikin aturan wajib biar laku rakyat tidak ada solusi lain selain pertamina karena swasta laku banyak minat,"['notherme', 'fructusputridus', 'peredam', 'monopoli', 'namanya', 'dengan', 'alih', 'aturan', 'batasan', 'kouta', 'import', 'harus', 'beli', 'pertamina', 'kandungan', 'etanol', 'gede', 'swasta', 'tidak', 'mau', 'terus', 'dibikin', 'aturan', 'wajib', 'biar', 'laku', 'rakyat', 'tidak', 'ada', 'solusi', 'lain', 'selain', 'pertamina', 'karena', 'swasta', 'laku', 'banyak', 'minat']","['notherme', 'fructusputridus', 'peredam', 'monopoli', 'namanya', 'alih', 'aturan', 'batasan', 'kouta', 'import', 'beli', 'pertamina', 'kandungan', 'etanol', 'gede', 'swasta', 'dibikin', 'aturan', 'wajib', 'biar', 'laku', 'rakyat', 'solusi', 'pertamina', 'swasta', 'laku', 'minat']",notherme fructusputridus redam monopoli nama alih atur batas kouta import beli pertamina kandung etanol gede swasta bikin atur wajib biar laku rakyat solusi pertamina swasta laku minat,neutral
@Luspatercept @grok Ngga mungkin pihak swasta ngga tau tentang peraturan etanol ini psti mereka tau. Tp kan mereka memilih ngga mengambil resiko. Malu lah dgn nama besar perusahaan mereka seperti SHELL yg sdh mendunia masa tiba² kualitasnya jd hancur gara² kebijakan pertamina. Cuma opiniku ya bang,luspatercept grok ngga mungkin pihak swasta ngga tentang peraturan etanol psti mereka mereka memilih ngga mengambil resiko malu nama besar perusahaan mereka seperti shell mendunia masa tiba kualitasnya hancur gara kebijakan pertamina cuma opiniku bang,luspatercept grok tidak mungkin pihak swasta tidak tentang peraturan etanol pasti mereka mereka memilih tidak mengambil resiko malu nama besar perusahaan mereka seperti shell mendunia masa tiba kualitasnya hancur gara kebijakan pertamina cuma opiniku abang,"['luspatercept', 'grok', 'tidak', 'mungkin', 'pihak', 'swasta', 'tidak', 'tentang', 'peraturan', 'etanol', 'pasti', 'mereka', 'mereka', 'memilih', 'tidak', 'mengambil', 'resiko', 'malu', 'nama', 'besar', 'perusahaan', 'mereka', 'seperti', 'shell', 'mendunia', 'masa', 'tiba', 'kualitasnya', 'hancur', 'gara', 'kebijakan', 'pertamina', 'cuma', 'opiniku', 'abang']","['luspatercept', 'grok', 'swasta', 'peraturan', 'etanol', 'memilih', 'mengambil', 'resiko', 'malu', 'nama', 'perusahaan', 'shell', 'mendunia', 'kualitasnya', 'hancur', 'gara', 'kebijakan', 'pertamina', 'opiniku', 'abang']",luspatercept grok swasta atur etanol pilih ambil resiko malu nama usaha shell dunia kualitas hancur gara bijak pertamina opini abang,neutral
@barkkkwith3ks @dananwibowo @neuvill8te @txtdrimedia ah kemaren shell n vivo aja nolak beli dari Pertamina karena ada etanol nya 1 5%..,barkkkwithks dananwibowo neuvillte txtdrimedia kemaren shell vivo nolak beli dari pertamina karena etanol,barkkkwithks dananwibowo neuvillte txtdrimedia kemarin shell vivo nolak beli dari pertamina karena etanol,"['barkkkwithks', 'dananwibowo', 'neuvillte', 'txtdrimedia', 'kemarin', 'shell', 'vivo', 'nolak', 'beli', 'dari', 'pertamina', 'karena', 'etanol']","['barkkkwithks', 'dananwibowo', 'neuvillte', 'txtdrimedia', 'kemarin', 'shell', 'vivo', 'nolak', 'beli', 'pertamina', 'etanol']",barkkkwithks dananwibowo neuvillte txtdrimedia kemarin shell vivo nolak beli pertamina etanol,neutral
@araafi_aprilia Ini BP beli base fuel nya dr pertamina ya?. Soalnya issue yg beredar base fuel nya pertamina ada etanol dgn kadar 3 5%. Jd ya sama aja,araafiaprilia beli base fuel pertamina soalnya issue beredar base fuel pertamina etanol kadar sama,araafiaprilia beli base fuel pertamina soalnya issue beredar base fuel pertamina etanol kadar sama,"['araafiaprilia', 'beli', 'base', 'fuel', 'pertamina', 'soalnya', 'issue', 'beredar', 'base', 'fuel', 'pertamina', 'etanol', 'kadar', 'sama']","['araafiaprilia', 'beli', 'base', 'fuel', 'pertamina', 'issue', 'beredar', 'base', 'fuel', 'pertamina', 'etanol', 'kadar']",araafiaprilia beli base fuel pertamina issue edar base fuel pertamina etanol kadar,neutral
@ARSIPAJA Gini lo pak bahlil ganteng. Drpd bapak begitu mndg kasih jln buat swasta ambil demand dari pertamina. Beban negara buat import juga bakalan berkurang (udah diambil swasta) negara juga gak perlu putar otak nambahin etanol. Import berkurang mesin gak mbrebet + rakyat happy. ️,arsipaja gini bahlil ganteng drpd bapak begitu mndg kasih buat swasta ambil demand dari pertamina beban negara buat import juga bakalan berkurang udah diambil swasta negara juga perlu putar otak nambahin etanol import berkurang mesin mbrebet rakyat happy,arsipaja begini bahlil ganteng daripada bapak begitu mndg kasih buat swasta ambil demand dari pertamina beban negara buat import juga bakalan berkurang sudah diambil swasta negara juga perlu putar otak nambahin etanol import berkurang mesin mbrebet rakyat happy,"['arsipaja', 'begini', 'bahlil', 'ganteng', 'daripada', 'bapak', 'begitu', 'mndg', 'kasih', 'buat', 'swasta', 'ambil', 'demand', 'dari', 'pertamina', 'beban', 'negara', 'buat', 'import', 'juga', 'bakalan', 'berkurang', 'sudah', 'diambil', 'swasta', 'negara', 'juga', 'perlu', 'putar', 'otak', 'nambahin', 'etanol', 'import', 'berkurang', 'mesin', 'mbrebet', 'rakyat', 'happy']","['arsipaja', 'bahlil', 'ganteng', 'mndg', 'kasih', 'swasta', 'ambil', 'demand', 'pertamina', 'beban', 'negara', 'import', 'berkurang', 'diambil', 'swasta', 'negara', 'putar', 'otak', 'nambahin', 'etanol', 'import', 'berkurang', 'mesin', 'mbrebet', 'rakyat', 'happy']",arsipaja bahlil ganteng mndg kasih swasta ambil demand pertamina beban negara import kurang ambil swasta negara putar otak nambahin etanol import kurang mesin mbrebet rakyat happy,neutral
@RizkiAsihan SPBU membeli BBM d Pertamina Ap tak ad SOP saat Tanki datang ke SPBU Ap langsung d cek yg terkandungan dlm BBM Misal bnr gk campuran etanol nya 10% tanpa campuran adaktif lain nya sprti air atau ap lah,rizkiasihan spbu membeli pertamina saat tanki datang spbu langsung terkandungan misal campuran etanol tanpa campuran adaktif lain sprti atau,rizkiasihan spbu membeli pertamina saat tanki datang spbu langsung terkandungan misal campuran etanol tanpa campuran adaktif lain seperti atau,"['rizkiasihan', 'spbu', 'membeli', 'pertamina', 'saat', 'tanki', 'datang', 'spbu', 'langsung', 'terkandungan', 'misal', 'campuran', 'etanol', 'tanpa', 'campuran', 'adaktif', 'lain', 'seperti', 'atau']","['rizkiasihan', 'spbu', 'membeli', 'pertamina', 'tanki', 'spbu', 'langsung', 'terkandungan', 'campuran', 'etanol', 'campuran', 'adaktif']",rizkiasihan spbu beli pertamina tank spbu langsung kandung campur etanol campur adaktif,neutral
Campuran etanol nambah berapa persen bro? Halo @pertamina,campuran etanol nambah berapa persen halo pertamina,campuran etanol menambah berapa persen halo pertamina,"['campuran', 'etanol', 'menambah', 'berapa', 'persen', 'halo', 'pertamina']","['campuran', 'etanol', 'menambah', 'persen', 'halo', 'pertamina']",campur etanol tambah persen halo pertamina,neutral
@Ngadinopanser @bangherwin Ya mencampur etanol Rp16.000/liter ke Pertalite Rp10.000/liter berpotensi rugi karena biaya produksi naik melebihi harga jual disubsidi. Pemerintah biasanya antisipasi dengan subsidi tambahan atau hitung penghematan impor jangka panjang. Namun tanpa infrastruktur Pertamina,ngadinopanser bangherwin mencampur etanol rpliter pertalite rpliter berpotensi rugi karena biaya produksi naik melebihi harga jual disubsidi pemerintah biasanya antisipasi dengan subsidi tambahan atau hitung penghematan impor jangka panjang namun tanpa infrastruktur pertamina,ngadinopanser bangherwin mencampur etanol rpliter pertalite rpliter berpotensi rugi karena biaya produksi naik melebihi harga jual disubsidi pemerintah biasanya antisipasi dengan subsidi tambahan atau hitung penghematan impor jangka panjang namun tanpa infrastruktur pertamina,"['ngadinopanser', 'bangherwin', 'mencampur', 'etanol', 'rpliter', 'pertalite', 'rpliter', 'berpotensi', 'rugi', 'karena', 'biaya', 'produksi', 'naik', 'melebihi', 'harga', 'jual', 'disubsidi', 'pemerintah', 'biasanya', 'antisipasi', 'dengan', 'subsidi', 'tambahan', 'atau', 'hitung', 'penghematan', 'impor', 'jangka', 'panjang', 'namun', 'tanpa', 'infrastruktur', 'pertamina']","['ngadinopanser', 'bangherwin', 'mencampur', 'etanol', 'rpliter', 'pertalite', 'rpliter', 'berpotensi', 'rugi', 'biaya', 'produksi', 'melebihi', 'harga', 'jual', 'disubsidi', 'pemerintah', 'antisipasi', 'subsidi', 'tambahan', 'hitung', 'penghematan', 'impor', 'jangka', 'infrastruktur', 'pertamina']",ngadinopanser bangherwin campur etanol rpliter pertalite rpliter potensi rugi biaya produksi lebih harga jual subsidi perintah antisipasi subsidi tambah hitung hemat impor jangka infrastruktur pertamina,neutral
@PaltiWest Klu kendaraan baru ok etanol ngak ada masalah tp buat kendaraan lama etanol bisa bikin koresi dan tangki rudak kendaraan ngadat dan tidak bertenaga trntu boros pemakaian BBM benahi dulu regulasi agar tidak merugikan semua pihak #pertamina #semuaorang,paltiwest kendaraan baru etanol ngak masalah buat kendaraan lama etanol bisa bikin koresi tangki rudak kendaraan ngadat tidak bertenaga trntu boros pemakaian benahi dulu regulasi agar tidak merugikan semua pihak pertamina semuaorang,paltiwest kendaraan baru etanol tidak masalah buat kendaraan lama etanol bisa bikin koresi tangki rudak kendaraan ngadat tidak bertenaga trntu boros pemakaian benahi dulu regulasi agar tidak merugikan semua pihak pertamina semuaorang,"['paltiwest', 'kendaraan', 'baru', 'etanol', 'tidak', 'masalah', 'buat', 'kendaraan', 'lama', 'etanol', 'bisa', 'bikin', 'koresi', 'tangki', 'rudak', 'kendaraan', 'ngadat', 'tidak', 'bertenaga', 'trntu', 'boros', 'pemakaian', 'benahi', 'dulu', 'regulasi', 'agar', 'tidak', 'merugikan', 'semua', 'pihak', 'pertamina', 'semuaorang']","['paltiwest', 'kendaraan', 'etanol', 'kendaraan', 'etanol', 'bikin', 'koresi', 'tangki', 'rudak', 'kendaraan', 'ngadat', 'bertenaga', 'trntu', 'boros', 'pemakaian', 'benahi', 'regulasi', 'merugikan', 'pertamina', 'semuaorang']",paltiwest kendara etanol kendara etanol bikin kores tangki rudak kendara ngadat tenaga trntu boros pakai benah regulasi rugi pertamina semuaorang,neutral
